Date,SPY Close,Daily Returns,Cumulative Returns,VIX Close,SPX 1M 25DP Vol BVOL INDEX,SPX 1M 25DC Vol BVOL INDEX,SPX 1M 100 Vol BVOL INDEX,P/C Ratio,P/C Spread,P/ATM Ratio,P/ATM Spread,ATM/C Ratio,ATM/C Spread,FICC_Spread,TEDSPREAD,Gold_Close,Delta_10Y2Y,10Y_Yield,Delta_10Y3M
2015-05-22,192.73838806152344,-0.00238849208370695,0.19244029303628318,12.130000114440918,15.0157,10.0133,12.1151,1.5,5.0,1.24,2.9,1.21,2.1,4.47,27.4361,1211.0,1.57,2.21,2.19
2015-05-26,190.6660919189453,-0.010751859883339043,0.17961934208630925,14.0600004196167,15.3414,10.2571,12.3972,1.5,5.08,1.24,2.94,1.21,2.14,4.51,27.5711,1194.0,1.5,2.14,2.12
2015-05-27,192.47593688964844,0.009492222515750326,0.19081655136527553,13.270000457763672,14.4753,10.094,11.9077,1.43,4.38,1.22,2.57,1.18,1.81,4.48,27.843000000000004,1187.85,1.5,2.14,2.13
2015-05-28,192.25880432128906,-0.0011281024104528026,0.1894731883432732,13.3100004196167,15.7635,11.1515,13.1989,1.41,4.61,1.19,2.56,1.18,2.05,4.5,28.2739,1189.45,1.51,2.13,2.12
2015-05-29,191.0642852783203,-0.006213078496902336,0.1820828980541358,13.84000015258789,15.4537,10.6485,12.7534,1.45,4.81,1.21,2.7,1.2,2.1,4.52,28.3739,1190.4,1.51,2.12,2.11
2015-06-01,191.4534149169922,0.00203664247405011,0.1844903782921612,13.970000267028809,16.2869,11.5121,13.6483,1.41,4.77,1.19,2.64,1.19,2.14,4.52,28.2489,1187.3,1.55,2.19,2.17
2015-06-02,191.26333618164062,-0.0009928197699371477,0.18331439282729245,14.239999771118164,16.1586,10.8277,13.1434,1.49,5.33,1.23,3.02,1.21,2.32,4.49,27.3617,1188.75,1.63,2.27,2.26
2015-06-03,191.7700958251953,0.002649538869663015,0.18644963030612005,13.65999984741211,14.3561,9.9099,11.7819,1.45,4.45,1.22,2.57,1.19,1.87,4.46,26.9033,1186.6,1.69,2.38,2.36
2015-06-04,190.1503143310547,-0.008446475907365136,0.17642831208843712,14.710000038146973,13.3751,9.5361,11.1617,1.4,3.84,1.2,2.21,1.17,1.63,4.56,26.8733,1182.45,1.65,2.31,2.29
2015-06-05,189.82452392578125,-0.0017133308794127222,0.1744127011339207,14.210000038146973,15.1981,9.9942,12.217,1.52,5.2,1.24,2.98,1.22,2.22,4.56,26.5949,1175.9,1.68,2.41,2.38
2015-06-08,188.65721130371094,-0.006149429999501632,0.16719073243777194,15.289999961853027,16.6239,11.3628,13.6854,1.46,5.26,1.21,2.94,1.2,2.32,4.61,27.2033,1173.4,1.69,2.39,2.37
2015-06-09,188.62997436523438,-0.00014437263377498066,0.16702222203761208,14.470000267028809,15.958,10.9313,13.1042,1.46,5.03,1.22,2.85,1.2,2.17,4.66,27.5333,1181.0,1.7,2.42,2.4
2015-06-10,190.892333984375,0.011993637950457048,0.18101906404886914,13.220000267028809,15.4759,10.6592,12.725999999999999,1.45,4.82,1.22,2.75,1.19,2.07,4.6,27.2599,1186.0,1.75,2.5,2.48
2015-06-11,191.50767517089844,0.003223498679490122,0.1848260774422834,12.850000381469727,14.1012,9.465,11.442,1.49,4.64,1.23,2.66,1.21,1.98,4.62,27.5683,1180.5,1.66,2.39,2.38
2015-06-12,190.04173278808594,-0.007654744811163905,0.17575653617385045,13.779999732971191,15.509,9.6725,12.017000000000001,1.6,5.84,1.29,3.49,1.24,2.34,4.63,28.0967,1179.25,1.65,2.39,2.37
2015-06-15,189.22727966308594,-0.0042856540668790855,0.1707176503929373,15.390000343322754,13.556,9.0247,10.9275,1.5,4.53,1.24,2.63,1.21,1.9,4.71,27.8167,1178.25,1.64,2.36,2.34
2015-06-16,190.25889587402344,0.0054517309173087725,0.17710008800302357,14.8100004196167,13.0702,8.568,10.4217,1.53,4.5,1.25,2.65,1.22,1.85,4.77,28.118,1182.1,1.61,2.32,2.31
2015-06-17,190.56655883789062,0.001617075314422678,0.17900354749793812,14.5,14.2351,9.6687,11.6105,1.47,4.57,1.23,2.62,1.2,1.94,4.76,28.5689,1178.5,1.65,2.32,2.31
2015-06-18,192.54833984375,0.010399416445071141,0.19126449637858545,13.1899995803833,15.323,10.0208,12.275,1.53,5.3,1.25,3.05,1.22,2.25,4.71,28.0789,1198.0,1.69,2.35,2.34
2015-06-19,191.6935577392578,-0.004439311734319995,0.18597610192113323,13.960000038146973,15.2158,10.1544,12.3218,1.5,5.06,1.23,2.89,1.21,2.17,4.73,28.1289,1198.15,1.61,2.26,2.25
2015-06-22,192.67564392089844,0.005123209111578264,0.19205210549260965,12.739999771118164,20.6964,13.3867,16.6511,1.55,7.31,1.24,4.05,1.24,3.26,4.62,28.2239,1193.7,1.69,2.37,2.36
2015-06-23,192.8120574951172,0.0007079959430407179,0.19289607354719163,12.109999656677246,20.27,12.6275,15.957,1.61,7.64,1.27,4.31,1.26,3.33,4.62,27.5667,1183.35,1.72,2.42,2.41
2015-06-24,191.41168212890625,-0.007262903494748563,0.18423218448575396,13.260000228881836,17.4527,11.6966,14.2669,1.49,5.76,1.22,3.19,1.22,2.57,4.66,28.0739,1175.75,1.7,2.38,2.37
2015-06-25,190.82972717285156,-0.003040331444675193,0.18063172613746548,14.010000228881836,18.8393,11.7671,14.9093,1.6,7.07,1.26,3.93,1.27,3.14,4.67,28.1989,1174.6,1.72,2.4,2.39
2015-06-26,190.79331970214844,-0.00019078511111714214,0.18040647918240582,14.020000457763672,18.9999,12.6927,15.5842,1.5,6.31,1.22,3.42,1.23,2.89,4.65,28.1739,1174.4,1.77,2.49,2.48
2015-06-29,186.79237365722656,-0.020970053098126495,0.15565329263657812,18.850000381469727,17.5266,11.7643,14.3912,1.49,5.76,1.22,3.14,1.22,2.63,4.91,28.3689,1176.5,1.69,2.33,2.31
2015-06-30,187.18336486816406,0.002093186157883453,0.1580722901120375,18.229999542236328,21.0148,14.1276,17.3106,1.49,6.89,1.21,3.7,1.23,3.18,5.0,27.8117,1175.0,1.71,2.35,2.34
2015-07-01,188.68370056152344,0.008015326011561408,0.16735461706224108,16.09000015258789,21.209,13.9781,17.2609,1.52,7.23,1.23,3.95,1.23,3.28,4.88,26.8349,1171.7,1.74,2.43,2.42
2015-07-02,188.5109405517578,-0.0009156064315650747,0.1662857796669417,16.790000915527344,17.9926,12.0684,14.727,1.49,5.92,1.22,3.27,1.22,2.66,4.91,28.3489,1164.3,1.76,2.4,2.39
2015-07-06,187.9744873046875,-0.002845740653036666,0.1629668328106848,17.010000228881836,14.9002,10.1182,12.1899,1.47,4.78,1.22,2.71,1.2,2.07,5.07,27.4083,1164.25,1.7,2.3,2.28
2015-07-07,189.15660095214844,0.0062886919624622895,0.17028037298479148,16.09000015258789,14.3262,9.4033,11.4137,1.52,4.92,1.26,2.91,1.21,2.01,5.13,27.3083,1166.25,1.69,2.27,2.25
2015-07-08,185.9830322265625,-0.0167774675037049,0.15064603205681548,19.65999984741211,14.5162,9.6767,11.6107,1.5,4.84,1.25,2.91,1.2,1.93,5.21,27.3283,1154.25,1.67,2.22,2.2
2015-07-09,186.3195037841797,0.001809151908047646,0.1527277255211985,19.969999313354492,12.7507,8.5168,10.1639,1.5,4.23,1.25,2.59,1.19,1.65,5.11,27.5833,1162.1,1.72,2.32,2.29
2015-07-10,188.66552734375,0.012591400856712287,0.16724218239188215,16.829999923706055,12.5794,8.2169,9.8099,1.53,4.36,1.28,2.77,1.19,1.59,4.97,28.0717,1162.4,1.77,2.42,2.41
2015-07-13,190.7478790283203,0.011037266393538081,0.18012534530471602,13.899999618530273,13.1136,8.6055,10.1184,1.52,4.51,1.3,3.0,1.18,1.51,4.93,29.8966,1154.95,1.75,2.44,2.42
2015-07-14,191.57537841796875,0.004338183962326436,0.18524494615125198,13.369999885559082,12.8424,8.9352,10.4133,1.44,3.91,1.23,2.43,1.17,1.48,4.94,28.343000000000004,1153.2,1.75,2.41,2.4
2015-07-15,191.51171875,-0.0003322956660425369,0.18485109439244707,13.229999542236328,12.6405,8.4838,10.0217,1.49,4.16,1.26,2.62,1.18,1.54,4.93,27.8361,1154.75,1.72,2.36,2.34
2015-07-16,193.0484619140625,0.00802427743896228,0.1943586682977101,12.109999656677246,13.5878,9.3265,10.9738,1.46,4.26,1.24,2.61,1.18,1.65,4.91,27.1791,1145.1,1.69,2.36,2.34
2015-07-17,193.212158203125,0.0008479543811925616,0.19537142996320855,11.949999809265137,14.9017,10.2549,12.2325,1.45,4.65,1.22,2.67,1.19,1.98,4.95,27.6541,1143.0,1.66,2.34,2.31
2015-07-20,193.31214904785156,0.0005175183883689982,0.19599005665914548,12.25,16.6352,11.8735,13.9211,1.4,4.76,1.19,2.71,1.17,2.05,4.96,27.4721,1115.0,1.67,2.38,2.34
2015-07-21,192.54833984375,-0.00395117020768565,0.19126449637858567,12.220000267028809,14.0213,9.7708,11.5254,1.44,4.25,1.22,2.5,1.18,1.75,5.06,26.8682,1108.0,1.64,2.35,2.32
2015-07-22,192.20277404785156,-0.0017946963145922812,0.18912653837723048,12.119999885559082,13.216,8.6069,10.3492,1.54,4.61,1.28,2.87,1.2,1.74,5.16,26.1998,1096.8,1.58,2.33,2.29
2015-07-23,191.12069702148438,-0.005629872054280449,0.18243190810981735,12.640000343322754,12.5858,8.4908,10.09,1.48,4.1,1.25,2.5,1.19,1.6,5.21,26.4598,1101.65,1.57,2.28,2.25
2015-07-24,189.138427734375,-0.010371819054670661,0.17016793831443344,13.739999771118164,12.2682,8.753,10.1898,1.4,3.52,1.2,2.08,1.16,1.44,5.32,26.3098,1083.75,1.57,2.27,2.23
2015-07-27,188.03807067871094,-0.0058177339678925355,0.16336021255156274,15.600000381469727,13.5147,9.0213,10.7686,1.5,4.49,1.26,2.75,1.19,1.75,5.49,26.3598,1098.6,1.55,2.23,2.18
2015-07-28,190.34779357910156,0.012283272701394177,0.17765008329228538,13.4399995803833,13.725999999999999,9.4257,11.1404,1.46,4.3,1.23,2.59,1.18,1.71,5.44,25.1045,1095.6,1.57,2.26,2.21
2015-07-29,191.6571807861328,0.006878919804694794,0.18575104377324525,12.5,13.0885,9.3469,10.8465,1.4,3.74,1.21,2.24,1.16,1.5,5.33,25.1045,1096.75,1.59,2.29,2.23
2015-07-30,191.70269775390625,0.00023749158568819873,0.18603264966886246,12.130000114440918,14.9173,10.0467,12.0354,1.48,4.87,1.24,2.88,1.2,1.99,5.26,23.4006,1085.65,1.56,2.28,2.21
2015-07-31,191.41168212890625,-0.0015180570143753513,0.1842321844857544,12.119999885559082,14.5893,10.3061,11.9472,1.42,4.28,1.22,2.64,1.16,1.64,5.36,24.7591,1080.05,1.53,2.2,2.12
2015-08-03,190.76605224609375,-0.0033729910088649007,0.18023777997507562,12.5600004196167,12.9834,8.8716,10.5199,1.46,4.11,1.23,2.46,1.19,1.65,5.45,23.7606,1093.0,1.48,2.16,2.08
2015-08-04,190.39329528808594,-0.001954000481841245,0.17793159478431697,13.0,14.7739,10.1356,12.0659,1.46,4.64,1.22,2.71,1.19,1.93,5.41,22.4835,1092.6,1.49,2.23,2.15
2015-08-05,191.0206756591797,0.0032951810101529144,0.18181309260670941,12.510000228881836,15.1284,10.219,12.2707,1.48,4.91,1.23,2.86,1.2,2.05,5.29,23.9721,1086.5,1.55,2.28,2.2
2015-08-06,189.4566650390625,-0.008187650968776272,0.17213681949411552,13.770000457763672,14.6169,10.265999999999998,12.177,1.42,4.35,1.2,2.44,1.19,1.91,5.4,27.5814,1085.0,1.52,2.23,2.19
2015-08-07,189.0928955078125,-0.001920067215238852,0.16988623801523062,13.390000343322754,14.3716,9.5104,11.5154,1.51,4.86,1.25,2.86,1.21,2.01,5.52,25.0591,1091.35,1.45,2.18,2.12
2015-08-10,191.475341796875,0.012599343209930725,0.1846260362445593,12.229999542236328,14.293,9.549,11.5309,1.5,4.74,1.24,2.76,1.21,1.98,5.51,24.8106,1094.8,1.51,2.24,2.12
2015-08-11,189.74766540527344,-0.009022970662375673,0.1739371902736382,13.710000038146973,15.1022,10.0075,12.0919,1.51,5.09,1.25,3.01,1.21,2.08,5.67,21.2935,1113.25,1.47,2.15,2.05
2015-08-12,189.97494506835938,0.0011977995228584781,0.1753433316800137,13.609999656677246,16.428,10.9013,13.2703,1.51,5.53,1.24,3.16,1.22,2.37,5.79,21.2957,1116.8,1.47,2.14,2.04
2015-08-13,189.738525390625,-0.0012444782002664079,0.1738806425259094,13.489999771118164,20.3061,13.9195,16.7464,1.46,6.39,1.21,3.56,1.2,2.83,5.66,23.4301,1117.35,1.47,2.19,2.09
2015-08-14,190.42962646484375,0.0036423866623604972,0.178156369721449,12.829999923706055,28.398000000000003,18.5909,22.9434,1.53,9.81,1.24,5.45,1.23,4.35,5.52,24.3323,1116.75,1.47,2.2,2.11
2015-08-17,191.49351501464844,0.005586780636788635,0.18473847091491802,13.020000457763672,42.6462,25.5686,32.4936,1.67,17.08,1.31,10.15,1.27,6.93,5.58,27.2008,1117.3,1.44,2.16,2.06
2015-08-18,190.9388427734375,-0.002896558879127098,0.18130680617754602,13.789999961853027,38.6027,25.5352,30.9971,1.51,13.07,1.25,7.61,1.21,5.46,5.56,26.6756,1119.15,1.46,2.2,2.13
2015-08-19,189.4293670654297,-0.00790554549342748,0.17196793147961387,15.25,29.9792,20.4502,24.279,1.47,9.53,1.23,5.7,1.19,3.83,5.68,29.2679,1123.2,1.45,2.12,2.07
2015-08-20,185.47386169433594,-0.0208811623687023,0.14749587881147597,19.139999389648438,27.3309,17.9927,22.041999999999998,1.52,9.34,1.24,5.29,1.23,4.05,5.75,31.3849,1137.95,1.4,2.09,2.07
2015-08-21,179.8905792236328,-0.030102799497993216,0.11295304044684062,28.030000686645508,27.8845,17.7536,22.096,1.57,10.13,1.26,5.79,1.24,4.34,5.86,30.8766,1149.35,1.41,2.05,2.02
2015-08-24,172.3159637451172,-0.04210679353641511,0.06609015655702,40.7400016784668,29.0946,18.4585,23.0991,1.58,10.64,1.26,6.0,1.25,4.64,6.14,31.6349,1153.5,1.42,2.01,1.95
2015-08-25,170.28823852539062,-0.011767483265368806,0.053544958480360894,36.02000045776367,33.4817,22.2869,27.3859,1.5,11.19,1.22,6.1,1.23,5.1,5.9,27.616,1154.25,1.45,2.12,2.05
2015-08-26,176.8262176513672,0.03839360358996102,0.09399434598045775,30.31999969482422,27.4882,18.3418,22.4698,1.5,9.15,1.22,5.02,1.23,4.13,5.91,27.436,1134.4,1.51,2.18,2.12
2015-08-27,181.20005798339844,0.02473524791812709,0.12105456734931375,26.100000381469727,26.9647,17.924,22.0252,1.5,9.04,1.22,4.94,1.23,4.1,5.8,27.356,1128.5,1.5,2.18,2.12
2015-08-28,181.20913696289062,5.010472730093696e-05,0.12111073748270029,26.049999237060547,28.8304,19.8462,24.0215,1.45,8.98,1.2,4.81,1.21,4.18,5.72,27.816,1125.5,1.47,2.19,2.13
2015-09-01,174.380126953125,-0.029847766205401527,0.07886079039590976,31.399999618530273,27.8138,18.3163,22.6147,1.52,9.5,1.23,5.2,1.23,4.3,5.78,29.8413,1141.9,1.47,2.17,2.14
2015-09-02,177.69007873535156,0.018981244251051077,0.09933891057129651,26.09000015258789,26.1427,17.3753,21.3653,1.5,8.77,1.22,4.78,1.23,3.99,5.73,32.2333,1140.0,1.48,2.2,2.17
2015-09-03,177.81736755371094,0.0007163529852949324,0.1001264252817351,25.610000610351562,24.4805,16.7009,20.3245,1.47,7.78,1.2,4.16,1.22,3.62,5.7,31.8249,1130.05,1.47,2.18,2.16
2015-09-04,175.12579345703125,-0.01513673345696498,0.08347410481328188,27.799999237060547,24.9645,17.4326,20.9725,1.43,7.53,1.19,3.99,1.2,3.54,5.74,30.6582,1125.0,1.42,2.13,2.11
2015-09-08,179.52688598632812,0.025131035482655717,0.11070293098588313,24.899999618530273,23.3313,16.2492,19.4698,1.44,7.08,1.2,3.86,1.2,3.22,5.64,30.6582,1120.85,1.46,2.2,2.14
2015-09-09,177.12631225585938,-0.013371666963863937,0.09585098129695235,26.229999542236328,22.4735,14.8011,18.1413,1.52,7.67,1.24,4.33,1.23,3.34,5.59,30.7651,1122.3,1.46,2.21,2.18
2015-09-10,178.09014892578125,0.005441521689502737,0.10181407818014265,24.3700008392334,22.0344,14.4978,17.7687,1.52,7.54,1.24,4.27,1.23,3.27,5.58,32.0791,1107.75,1.48,2.23,2.21
2015-09-11,178.89947509765625,0.004544474676206223,0.1068212443563199,23.200000762939453,23.8468,16.2298,19.4087,1.47,7.62,1.23,4.44,1.2,3.18,5.62,31.1851,1106.35,1.49,2.2,2.16
2015-09-14,178.23565673828125,-0.0037105662775849257,0.10271431077169679,24.25,21.0786,15.332,17.9366,1.37,5.75,1.18,3.14,1.17,2.6,5.62,31.5221,1108.0,1.45,2.18,2.11
2015-09-15,180.46348571777344,0.012499345082019664,0.11649751746891379,22.540000915527344,23.4375,16.4696,19.7311,1.42,6.97,1.19,3.71,1.2,3.26,5.54,27.8325,1105.5,1.46,2.28,2.21
2015-09-16,182.02748107910156,0.00866654744646822,0.12617369617792207,21.350000381469727,22.4602,16.2024,19.051,1.39,6.26,1.18,3.41,1.18,2.85,5.59,28.876,1109.75,1.48,2.3,2.24
2015-09-17,181.6182861328125,-0.0022479844464322607,0.12364207522493298,21.139999389648438,23.7396,17.1972,20.2656,1.38,6.54,1.17,3.47,1.18,3.07,5.71,35.0183,1118.15,1.51,2.21,2.2
2015-09-18,178.65042114257812,-0.0163412234165895,0.10528038903340198,22.280000686645508,23.428,16.9138,20.0489,1.39,6.51,1.17,3.38,1.19,3.14,5.8,33.4449,1136.0,1.44,2.13,2.13
2015-09-21,179.57362365722656,0.005167648129480895,0.11099208916834225,20.139999389648438,28.3594,20.362000000000002,24.1213,1.39,8.0,1.18,4.24,1.18,3.76,5.77,34.1249,1136.85,1.48,2.2,2.19
2015-09-22,177.24278259277344,-0.012979863172457251,0.09657156386525467,22.440000534057617,27.5349,19.7061,23.3481,1.4,7.83,1.18,4.19,1.18,3.64,5.98,33.1583,1129.3,1.45,2.14,2.14
2015-09-23,176.9593963623047,-0.0015988590695952265,0.09481830047490858,22.1299991607666,25.7485,17.523,21.2029,1.47,8.23,1.21,4.55,1.21,3.68,5.98,32.0417,1124.6,1.46,2.16,2.15
2015-09-24,176.3195343017578,-0.0036158693672124764,0.09085958051955778,23.469999313354492,23.646,17.2625,20.2504,1.37,6.38,1.17,3.4,1.17,2.99,6.14,32.6389,1134.45,1.46,2.13,2.12
2015-09-25,176.27389526367188,-0.00025884277806575984,0.09057721939525654,23.6200008392334,21.9162,16.22,18.795,1.35,5.7,1.17,3.12,1.16,2.58,6.15,34.6432,1145.5,1.47,2.17,2.17
2015-09-28,171.84988403320312,-0.025097370338649894,0.06320659903719883,27.6299991607666,20.3233,14.5608,17.0793,1.4,5.76,1.19,3.24,1.17,2.52,6.48,33.1683,1137.5,1.43,2.1,2.09
2015-09-29,171.95042419433594,0.000585046429902647,0.06382862426221458,26.829999923706055,20.2715,14.5966,17.1147,1.39,5.67,1.18,3.16,1.17,2.52,6.6,33.5666,1124.6,1.41,2.05,2.04
2015-09-30,175.15875244140625,0.018658449155346757,0.08367801655801355,24.5,19.2778,13.7707,16.175,1.4,5.51,1.19,3.1,1.17,2.4,6.62,34.5332,1122.5,1.42,2.06,2.06
2015-10-01,175.6157989501953,0.0026093272669429624,0.08650568715520501,22.549999237060547,18.4373,12.8291,15.2291,1.44,5.61,1.21,3.21,1.19,2.4,6.67,34.9415,1114.2,1.41,2.05,2.05
2015-10-02,178.23910522460938,0.014937757821880338,0.10273564598202523,20.940000534057617,17.7399,12.3849,14.6285,1.43,5.36,1.21,3.11,1.18,2.24,6.83,33.2183,1106.3,1.41,1.99,1.99
2015-10-05,181.4108428955078,0.017794847359122068,0.12235865847973826,19.540000915527344,17.1731,11.7258,13.993,1.46,5.45,1.23,3.18,1.19,2.27,6.62,33.3366,1134.35,1.46,2.07,2.06
2015-10-06,180.78932189941406,-0.003426041057820073,0.11851341163418683,19.399999618530273,18.2349,12.7371,15.0594,1.43,5.5,1.21,3.18,1.18,2.32,6.52,32.3069,1136.9,1.44,2.05,2.05
2015-10-07,182.27001953125,0.008190183005718499,0.1276742411698213,18.399999618530273,18.5597,13.0291,15.4337,1.42,5.53,1.2,3.13,1.18,2.4,6.32,32.3669,1147.9,1.43,2.08,2.08
2015-10-08,183.9153289794922,0.00902676947351777,0.13785349658608537,17.420000076293945,16.9324,11.5794,13.8173,1.46,5.35,1.23,3.12,1.19,2.24,6.26,31.9589,1143.3,1.47,2.12,2.12
2015-10-09,184.0249786376953,0.0005961964063112557,0.13853188075165868,17.079999923706055,16.1833,10.6091,12.8954,1.53,5.57,1.25,3.29,1.22,2.29,6.13,32.0589,1151.5,1.47,2.12,2.11
2015-10-13,183.03785705566406,-0.006301876223476777,0.13242472399695937,17.670000076293945,15.7986,11.0851,12.9999,1.43,4.71,1.22,2.8,1.17,1.91,6.24,32.0489,1154.4,1.42,2.06,2.05
2015-10-14,182.16033935546875,-0.00479418692018696,0.12699566819707675,18.030000686645508,16.9734,12.158,14.1953,1.4,4.82,1.2,2.78,1.17,2.04,6.31,32.2133,1173.7,1.42,1.99,1.99
2015-10-15,184.95730590820312,0.015354421070090218,0.14430003423074234,16.049999237060547,15.6712,10.5148,12.6191,1.49,5.16,1.24,3.05,1.2,2.1,6.26,32.0233,1183.35,1.43,2.04,2.03
2015-10-16,185.79824829101562,0.004546683780255023,0.14950280463612442,15.050000190734863,14.9061,10.219,12.1368,1.46,4.69,1.23,2.77,1.19,1.92,6.18,31.7139,1176.35,1.43,2.04,2.03
2015-10-19,185.88966369628906,0.0004920143548945433,0.150068376516997,14.979999542236328,16.0925,10.7837,12.8818,1.49,5.31,1.25,3.21,1.19,2.1,6.16,32.1733,1171.65,1.43,2.04,2.02
2015-10-20,185.6520233154297,-0.0012783948076189322,0.14859813507605102,15.75,16.0054,11.2556,13.1714,1.42,4.75,1.22,2.83,1.17,1.92,6.06,31.0233,1173.7,1.42,2.08,2.06
2015-10-21,184.5002899169922,-0.006203721230016779,0.1414725524407221,16.700000762939453,14.7745,10.1671,11.9497,1.45,4.61,1.24,2.82,1.18,1.78,6.07,31.6389,1174.4,1.4,2.04,2.03
2015-10-22,187.61721801757812,0.016893892697882773,0.1607564672592341,14.449999809265137,15.1395,10.2573,12.085999999999999,1.48,4.88,1.25,3.05,1.18,1.83,6.1,31.9889,1166.45,1.43,2.04,2.04
2015-10-23,189.6737823486328,0.010961490383371908,0.1734800881125329,14.460000038146973,15.4757,10.2764,12.1939,1.51,5.2,1.27,3.28,1.19,1.92,5.97,32.2889,1171.55,1.43,2.09,2.08
2015-10-26,189.20765686035156,-0.002457511430991932,0.1705962473819549,15.289999961853027,14.3828,9.649,11.3587,1.49,4.73,1.27,3.02,1.18,1.71,6.0,30.7899,1168.5,1.41,2.07,2.05
2015-10-27,188.84202575683594,-0.0019324329130373519,0.168334148665636,15.430000305175781,15.0447,10.1017,11.8474,1.49,4.94,1.27,3.2,1.17,1.75,6.07,30.8649,1165.75,1.4,2.05,2.02
2015-10-28,190.9900360107422,0.011374641027586563,0.18162353020697863,14.329999923706055,15.7796,10.9677,12.8079,1.44,4.81,1.23,2.97,1.17,1.84,5.97,28.6314,1171.5,1.37,2.1,2.06
2015-10-29,190.88034057617188,-0.000574351609442858,0.1809448628306487,14.609999656677246,15.6168,10.8689,12.6577,1.44,4.75,1.23,2.96,1.16,1.79,5.89,26.7891,1159.0,1.44,2.19,2.12
2015-10-30,190.0576934814453,-0.004309752865294558,0.17585528232430936,15.069999694824219,14.8032,10.0181,11.8265,1.48,4.79,1.25,2.98,1.18,1.81,5.88,26.2921,1147.75,1.41,2.16,2.08
2015-11-02,192.30628967285156,0.011831124277143612,0.18976697230142414,14.149999618530273,16.7459,11.6618,13.745999999999999,1.44,5.08,1.22,3.0,1.18,2.08,5.84,28.3261,1135.8,1.43,2.2,2.12
2015-11-03,192.8638153076172,0.002899154446347474,0.19321629050928912,14.539999961853027,15.9026,11.0095,12.9859,1.44,4.89,1.22,2.92,1.18,1.98,5.77,28.2899,1130.9,1.43,2.23,2.17
2015-11-04,192.27883911132812,-0.0030331049676478594,0.189597140251067,15.510000228881836,16.7242,11.2313,13.4932,1.49,5.49,1.24,3.23,1.2,2.26,5.73,30.1111,1118.0,1.41,2.25,2.2
2015-11-05,192.08688354492188,-0.00099831872968148,0.18840954314517888,15.050000190734863,18.570999999999998,13.0371,15.402000000000001,1.42,5.53,1.21,3.17,1.18,2.36,5.8,30.8411,1107.3,1.41,2.26,2.21
2015-11-06,191.986328125,-0.0005234892568724003,0.18778742351657773,14.329999923706055,20.9322,14.2289,17.0848,1.47,6.7,1.23,3.85,1.2,2.86,5.82,26.5345,1107.7,1.44,2.34,2.26
2015-11-09,190.19479370117188,-0.00933157293711917,0.17670349854024003,16.520000457763672,18.4782,13.1643,15.4372,1.4,5.31,1.2,3.04,1.17,2.27,5.94,27.9545,1095.6,1.47,2.36,2.22
2015-11-10,190.63356018066406,0.0023069321244491015,0.17941807364197415,15.289999961853027,19.4346,13.6388,16.1493,1.42,5.8,1.2,3.29,1.18,2.51,6.02,22.8976,1092.5,1.45,2.32,2.19
2015-11-12,187.2332763671875,-0.013960030671213208,0.15838108424028707,18.3700008392334,17.4913,12.1896,14.4082,1.43,5.3,1.21,3.08,1.18,2.22,6.13,23.4477,1087.6,1.43,2.32,2.18
2015-11-13,185.1309814453125,-0.011228212007315053,0.14537453584117355,20.079999923706055,16.2074,11.1327,13.2611,1.46,5.07,1.22,2.95,1.19,2.13,6.24,24.6651,1083.75,1.42,2.28,2.14
2015-11-16,187.94625854492188,0.01520694741436901,0.1627921861774675,18.15999984741211,16.4465,10.9202,13.2554,1.51,5.53,1.24,3.19,1.21,2.34,6.28,26.2409,1094.5,1.39,2.27,2.12
2015-11-17,187.80914306640625,-0.0007295461988824359,0.16194387555795142,18.84000015258789,16.2439,10.8741,13.1647,1.49,5.37,1.23,3.08,1.21,2.29,6.19,25.0149,1080.8,1.39,2.25,2.11
2015-11-18,190.78892517089844,0.015866011930199653,0.18037929094977634,16.850000381469727,15.8407,10.5477,12.7574,1.5,5.29,1.24,3.08,1.21,2.21,6.2,25.7735,1070.5,1.37,2.27,2.15
2015-11-19,190.62442016601562,-0.000862235607939299,0.17936152589424537,16.989999771118164,17.105999999999998,11.0655,13.3242,1.55,6.04,1.28,3.78,1.2,2.26,6.28,28.6079,1073.1,1.33,2.24,2.13
2015-11-20,191.31907653808594,0.0036441100855038044,0.1836592491252118,15.470000267028809,17.0978,11.6158,14.0037,1.47,5.48,1.22,3.09,1.21,2.39,6.32,28.5494,1085.15,1.33,2.26,2.14
2015-11-23,191.0997314453125,-0.0011464883520372338,0.18230219758330857,15.619999885559082,15.4821,10.2521,12.4377,1.51,5.23,1.24,3.04,1.21,2.19,6.35,28.6423,1068.35,1.31,2.25,2.11
2015-11-24,191.35562133789062,0.0013390384729627947,0.18388534571254112,15.930000305175781,17.0668,11.5577,13.9394,1.48,5.51,1.22,3.13,1.21,2.38,6.41,24.4654,1073.0,1.31,2.24,2.08
2015-11-25,191.3282470703125,-0.0001430544208042006,0.1837159856801116,15.1899995803833,19.1286,13.3498,15.8832,1.43,5.78,1.2,3.25,1.19,2.53,6.37,23.3793,1072.2,1.3,2.23,2.04
2015-11-27,191.54759216308594,0.0011464333998356668,0.18507303722201462,15.119999885559082,15.8997,10.5014,12.7491,1.51,5.4,1.25,3.15,1.21,2.25,6.38,24.6383,1064.65,1.3,2.22,2.04
